name,Categoria,address,CodiceIdentificativo,telephone,email,website,iso3
Chierichini Avv. Marco,Aziende Monte Porzio CatoneAvvocati Monte Porzio Catone,"Via Vittorio Emanuele II, 50, Monte Porzio Catone Roma, Italia  ",437654,06 944 9156,,,
Locanda Godipopolo,Aziende Monte Porzio CatoneRistoranti Monte Porzio CatoneOsterie Monte Porzio Catone,"Piazza del Mercato, 7, Monte Porzio Catone Roma, Italia  ",437655,06 944 7344,,,
Senatra Avv. Evandro,Aziende Monte Porzio CatoneAvvocati Monte Porzio Catone,"Via Frascati, 7, Monte Porzio Catone Roma, Italia  ",437656,06 944 9018,,,
Trattoria Nonna Argentina,Aziende Monte Porzio CatoneRistoranti Monte Porzio CatoneOsterie Monte Porzio Catone,"Via Frascati Antica, 12, Monte Porzio Catone Roma, Italia  ",437657,06 944 9324,,,
Autocarrozzeria Rapa Alfio,Aziende Monte Porzio CatoneMeccanici Auto Monte Porzio Catone,"Via Cardinal Camillo Laurenti, 1, Monte Porzio Catone Roma, Italia  ",437651,06 944 7322,,,
Cesali Claudia & C.Snc,Aziende Monte Porzio CatoneRistoranti Monte Porzio CatoneOsterie Monte Porzio CatoneNegozi Monte Porzio Catone,"Via Roma, 54, Monte Porzio Catone Roma, Italia  ",437652,06 944 7658,,,
Mari Marco,Aziende Monte Porzio CatoneAvvocati Monte Porzio Catone,"Via Verdi, 59, Monte Porzio Catone Roma, Italia  ",437653,06 944 8277,,,
Studio Tecnico Geometra Zingaretti Angelo,Aziende Montorio Romano,"Via Martiri del Congo, 38, Montorio Romano Roma, Italia  ",437527,333 930 8511,,,
Giannetti Geom. Francesco,Aziende Montorio Romano,"Piazza Risorgimento, 14, Montorio Romano Roma, Italia  ",437528,0774 62227,,,
Municipalizzata Sabina Srl,Aziende Montorio Romano,"Via XXIV Maggio, 5, Montorio Romano Roma, Italia  ",437529,0774 637363,,,
D'Agostini Fabio,Aziende Montorio Romano,"Via Roma, 73, Montorio Romano Roma, Italia  ",437524,0774 62335,,,
Ponzani Giulio,Aziende Montorio Romano,"Via Prato della Fonte, 19, Montorio Romano Roma, Italia  ",437525,0774 62602,,,
Nuova Idea Di Giannetti Maria Teresa,Aziende Montorio RomanoNegozi Montorio Romano,"Via IV Novembre, 72, Montorio Romano Roma, Italia  ",437526,0774 62424,,,
Poste Italiane,Aziende Montorio Romano,"Via IV Novembre, 95, Roma, Italia  ",437521,0774 62662,,,
Comune Di Montorio Romano,Aziende Montorio Romano,"Via IV Novembre, 95, Montorio Romano Roma, Italia  ",437522,0774 62228,,,
A Corte Ristorante Pizzeria Di Giannetti Giuseppe,Aziende Montorio Romano,"2 Largo Giampietro Milani, Montorio Romano, RM 00010, Italia  ",437523,0774 62017,,,
Psicologa-Psicoterapeuta D.ssa Serena Gentili,Aziende MonterotondoErboristerie Monterotondo,"via Albertelli, 15, Monterotondo Roma, Italia  ",437467,327 321 9324,,,
Fleming Srl Laboratorio Analisi,Aziende MonterotondoErboristerie Monterotondo,"Via Riva Edmondo, 59, Monterotondo Roma, Italia  ",437464,06 906 5356,,,
dott. Federico Piccirilli,Aziende MonterotondoErboristerie Monterotondo,"Via Luigi Gagliardi, 34, Monterotondo Roma, Italia  ",437465,347 336 2610,,,
Dott. Giovanni Maria Crescenzi,Aziende MonterotondoErboristerie Monterotondo,"Via XXIV Maggio, 9, Monterotondo, Roma, Italy  ",437466,320 223 5811,,,
Dott. Flavio Cannistrà,Aziende MonterotondoErboristerie Monterotondo,"via 8 Maggio 7/A, Monterotondo Roma, Italia  ",437461,340 954 8835,,,
Soccorso Amico,Aziende MonterotondoErboristerie Monterotondo,"Via Reno, 15, Monterotondo Roma, Italia  ",437462,06 906 1118,,,
Biochem S.R.L.,Aziende MonterotondoErboristerie Monterotondo,"Via Fratelli Rosselli, 38, Monterotondo Roma, Italia  ",437463,06 906 6479,,,
Laboratorio Clinico Nomentano Srl,Aziende MonterotondoErboristerie Monterotondo,"Via dello Stadio, 1, Monterotondo Roma, Italia  ",437460,06 906 6893,,,
Forti Celeste,Aziende MarcellinaNegozi Marcellina,"2 Piazza Battisti, Marcellina, RM 00010, Italia  ",437151,0774 426208,,,
De Luca Maria Pia,Aziende MarcellinaNegozi Marcellina,"24 Piazza Battisti, Marcellina, RM 00010, Italia  ",437152,0774 425347,,,
Gubinelli Rodolfo,Aziende MarcellinaOsterie MarcellinaNegozi MarcellinaPanetterie Marcellina,"Via Indipendenza, Marcellina, RM 00010, Italia  ",437153,0774 425789,,,
Blu Tone S.N.C. Di Bottani Virginia E Fornari Maria,Aziende MarcellinaNegozi MarcellinaNegozi di Abbigliamento Marcellina,"Corso Vittorio Emanuele, Marcellina Roma, Italia  ",437148,0774 424857,,,
Ottica Marini Di Laura Marini,Aziende MarcellinaErboristerie MarcellinaNegozi Marcellina,"Corso Vittorio Emanuele, 130, Marcellina Roma, Italia  ",437149,0774 425147,,,
Idea Casa Srl,Aziende MarcellinaNegozi Marcellina,"Corso Vittorio Emanuele, 6, Marcellina Roma, Italia  ",437150,0774 424796,,,
Cioe Di Ortepi Adele E Pierina S.N.C.,Aziende MarcellinaNegozi Marcellina,"Corso Vittorio Emanuele, Marcellina Roma, Italia  ",437146,0774 424030,,,
B. & B. Moda Snc,Aziende MarcellinaNegozi MarcellinaNegozi di Abbigliamento Marcellina,"Via Europa, 6, Marcellina Roma, Italia  ",437147,0774 426106,,,
Sebastianelli Angelo,Aziende LabicoAgenzie di assicurazione Labico,"Piazza Mazzini, 8, Labico Roma, Italia  ",437009,06 951 0970,,,
Agea Srl,Aziende Vivaro Romano,"Via dei Villini, Conifere Roma, Italia  ",436886,0774 929135,,,
Autofficina Campanelli,Aziende CivitavecchiaNegozi CivitavecchiaMeccanici Auto Civitavecchia,"Via delle Vigne, 8, Civitavecchia Roma, Italia  ",436685,0766 503652,,,
Microcar Roma. Elenco concessionarie usato o nuovo. Negozi accessori tuning,Aziende RomaNegozi RomaMeccanici Auto Roma,"Via Lamberto da Fagnano, Roma, Italia  ",436549,,,,
Carnevali Liviana,Aziende Rocca di PapaNegozi Rocca di Papa,"Corso Costituente, 9, Rocca di Papa Roma, Italia  ",435998,06 9474 9120,,,
La Gerla Srl,Aziende Rocca di PapaNegozi Rocca di Papa,"Via Roma, 21, Rocca di Papa Roma, Italia  ",435995,06 949 6747,,,
Lo Chalet Del Fiore Di Marzia Cocozzoli,Aziende Rocca di PapaNegozi Rocca di PapaFiorai Rocca di Papa,"Via Frascati, 201, Rocca di Papa Roma, Italia  ",435996,06 949 6997,,,
Mbm Fashion Srl,Aziende Rocca di PapaNegozi Rocca di PapaNegozi di Abbigliamento Rocca di Papa,"Via Frascati, 20, Roma, Italia  ",435997,06 9479 1373,,,
F.D. Foto Di Brunetti Fabrizio E C. Sas,Aziende Rocca di PapaNegozi Rocca di Papa,"Corso Costituente, 15, Rocca di Papa Roma, Italia  ",435992,06 949 9942,,,
Farmacia Dott.Avallone Alberto,Aziende Rocca di PapaErboristerie Rocca di PapaNegozi Rocca di PapaFarmacie Rocca di Papa,"Via Frascati, 193, Rocca di Papa Roma, Italia  ",435993,06 949 6673,,,
Polidori Mario,Aziende Rocca di PapaOsterie Rocca di PapaNegozi Rocca di PapaPanetterie Rocca di Papa,"Via Duomo, 17, Rocca di Papa Roma, Italia  ",435994,06 949 7008,,,
Agritech S.R.L.,Aziende Rocca di PapaNegozi Rocca di PapaNegozi di casalinghi Rocca di Papa,"Via Casal Romito, Rocca Di Papa, RM 00040, Italia  ",435989,06 949 5742,,,
De Santis Rosa,Aziende Rocca di PapaNegozi Rocca di Papa,"Via Campi D'Annibale, 78, Roma, Italia  ",435990,06 949 6452,,,
Stella Roberto,Aziende Rocca di PapaNegozi Rocca di Papa,"Corso Costituente, 53, Rocca di Papa Roma, Italia  ",435991,06 949 5937,,,
La Tela Di Aracne Di Consoli Miriam,Aziende Rocca di PapaNegozi Rocca di PapaNegozi di Abbigliamento Rocca di Papa,"Via Frascati, 62, Rocca di Papa Roma, Italia  ",435986,06 949 7368,,,
Foto Studio Pagliuso Di Pagliuso Nicolino,Aziende Rocca di PapaNegozi Rocca di Papa,"Corso Costituente, 51, Rocca di Papa Roma, Italia  ",435987,06 949 8649,,,
Casciotti Emidio,Aziende Rocca di PapaNegozi Rocca di PapaFiorai Rocca di Papa,"Corso Costituente, 27, Rocca di Papa Roma, Italia  ",435988,06 9474 9310,,,
Ferramenta Bricopoint Gatta Legnami Srl,Aziende Rocca di PapaNegozi Rocca di PapaNegozi di casalinghi Rocca di Papa,"Via di Frascati, 173, Rocca di Papa Roma, Italia  ",435985,06 949 9265,,,
Ponta Andrea,Aziende FormelloParrucchieri Formello,"Via Nazario Sauro, 15, formello RM, Italia  ",435850,06 908 8678,,,
Church of Assunta,Aziende Trevignano RomanoChiese Trevignano RomanoLuoghi di culto Trevignano Romano,"Trevignano Romano Roma, Italia  ",435479,,,,
Saint Caterina,Aziende Trevignano RomanoChiese Trevignano RomanoLuoghi di culto Trevignano Romano,"Trevignano Romano Roma, Italia  ",435478,,,,
Saint Tommaso,Aziende Castel GandolfoChiese Castel GandolfoLuoghi di culto Castel Gandolfo,"Castel Gandolfo Roma, Italia  ",435418,,,,
Sette Antonia,Aziende SubiacoNegozi SubiacoNegozi di casalinghi Subiaco,"Via Cavour, 29, Subiaco Roma, Italia  ",434722,0774 85538,,,
Piacentini Emanuela,Aziende SubiacoNegozi SubiacoLibrerie Subiaco,"Via Luigi Cadorna, 41, Subiaco Roma, Italia  ",434723,0774 85144,,,
Agrisub 2006 Di Gibellini Antonella,Aziende SubiacoNegozi Subiaco,"Via Cavour, 11, Subiaco Roma, Italia  ",434724,0774 825133,,,
Il Golosastro,Aziende SubiacoOsterie SubiacoNegozi Subiaco,"Piazza del Campo, 12, Subiaco Roma, Italia  ",434719,328 927 1359,,,
Lustrissimi S.N.C. Di Lustrissimi Pasquale Ed Emanuele,Aziende SubiacoNegozi SubiacoNegozi di serramenti Subiaco,"Via Garibaldi, 10, Subiaco Roma, Italia  ",434720,0774 83355,,,
Parafarmacia Dottoressa Giovanna Mancini,Aziende SubiacoNegozi Subiaco,"Via Cadorna, 20, Subiaco Roma, Italia  ",434721,0774 822822,,,
F.Lli Rapone Srl,Aziende SubiacoOsterie SubiacoNegozi Subiaco,"13 Piazzale Emilio Blenio, Subiaco, RM 00028, Italia  ",434718,0774 85217,,,
BARBIERE MARCO,Aziende MarinoErboristerie MarinoParrucchieri Marino,"Via Roma, Marino Roma, Italia  ",434660,,,,
Eden Park,Aziende RomaLuna Park Roma,"Via Mattia Battistini, 55, Roma, Italia  ",434516,06 8351 1300,,,
Thermogas Service,Aziende AricciaNegozi AricciaNegozi di casalinghi AricciaNegozi di elettronica AricciaNegozi di serramenti Ariccia,"Via Pratolungo, Ariccia Roma, Italia  ",434455,06 932 0575,,,
Minici Paola,Aziende Monte Porzio CatoneVeterinari Monte Porzio Catone,"Via Frascati Antica, 31, Monte Porzio Catone Roma, Italia  ",433755,06 944 8022,,,
Deli Davide,Aziende Castel GandolfoParrucchieri Castel Gandolfo,"Corso Repubblica, 50, Castel Gandolfo Roma, Italia  ",433434,06 936 0361,,,
Ronci Francesca,Aziende Castel GandolfoParrucchieri Castel Gandolfo,"Via Garibaldi, 2, Castel Gandolfo Roma, Italia  ",433433,06 936 0100,,,
Santa Maria Porto Della Salute,Aziende FiumicinoChiese FiumicinoLuoghi di culto Fiumicino,"Via Torre Clementina, 72, Via della Torre Clementina, Fiumicino Roma, Italia  ",433308,06 6504 7852,,,
Chiesa del Crocifisso,Aziende FiumicinoChiese FiumicinoLuoghi di culto Fiumicino,"Via del Faro, Isola Sacra Roma, Italia  ",433309,,,,
Poste Italiane,Aziende Anguillara SabaziaIstituti finanziari Anguillara SabaziaUffici postali Anguillara Sabazia,"Largo dello Zodiaco, 2, Anguillara Sabazia Roma, Italia  ",433138,06 999 6801,,,
Diagnosi Analisi E Terapie Pasteur (S.R.L.),Aziende MentanaErboristerie Mentana,"Via Luigi Einaudi, 33, Mentana Roma, Italia  ",432973,06 909 0687,,,
Italclean Srl,Aziende MentanaErboristerie Mentana,"Via Giovanni Giolitti, 12, Mentana Roma, Italia  ",432974,06 9001 5350,,,
Cenci Amedeo,Aziende FrascatiNegozi FrascatiNegozi di casalinghi Frascati,"Piazza Mercato, 5, Frascati Roma, Italia  ",432907,06 942 0441,,,
Uno a Uno Architettura & Design,Aziende FrascatiNegozi FrascatiNegozi di casalinghi Frascati,"Via Villa Borghese, Frascati Roma, Italia  ",432908,06 8390 4271,,,
Raulli Valeria,Aziende FrascatiNegozi FrascatiNegozi di casalinghi Frascati,"Via Bezzecca, 20, Frascati Roma, Italia  ",432902,06 9401 5247,,,
Erthler Rossana,Aziende FrascatiNegozi FrascatiNegozi di casalinghi Frascati,"Via Vincenzo Del Grande, 16, Frascati Roma, Italia  ",432904,06 941 7528,,,
M P Trendy Srl,Aziende FrascatiNegozi FrascatiNegozi di casalinghi Frascati,"Via Bezzecca, 25, Frascati Roma, Italia  ",432905,06 942 0340,,,
Casetta Rossa srl,Aziende FrascatiNegozi FrascatiNegozi di casalinghi FrascatiNegozi di arredamento Frascati,"Via della Vaccheria Gianni, 68, Roma, Italia  ",432896,06 228 4165,,,
B. Design,Aziende FrascatiNegozi FrascatiNegozi di casalinghi Frascati,"Via Bezzecca, 29, Frascati Roma, Italia  ",432899,06 9401 5386,,,
Tedeschi Arredo Casa di Nardone Gioia - Tessuti e Biancheria,Aziende FrascatiNegozi FrascatiNegozi di casalinghi Frascati,"Via Giacomo Matteotti, 16, Frascati Roma, Italia  ",432887,06 942 0486,,,
Francesco Cardelli Architetto,Aziende FrascatiNegozi FrascatiNegozi di casalinghi Frascati,"Via Villa Borghese, Frascati Roma, Italia  ",432890,06 8390 4271,,,
Gibus Le Tende Da Sole,Aziende FrascatiNegozi FrascatiNegozi di casalinghi Frascati,"Via Bezzecca, 33, Frascati Roma, Italia  ",432893,06 942 0320,,,
Colagrossi Euronics,Aziende FrascatiNegozi FrascatiNegozi di casalinghi Frascati,"Via Cavour, 72/74, Frascati Roma, Italia  ",432885,06 942 5695,,,
Fioravanti Franca,Aziende NerolaNegozi NerolaNegozi di casalinghi Nerola,"Piazza Roma, 2, Nerola Roma, Italia  ",432767,0774 683095,,,
Clarin Hotel,Aziende CiampinoAlberghi Ciampino,"Via Palermo 36 A, Roma (Rome) [Ciampino], Italia, Italy  ",432612,06 4890 5582,,,
Studio Pezzano,Aziende FiumicinoIstituti finanziari FiumicinoCommercialisti Fiumicino,"Via delle Sogliole, 9, Fiumicino Roma, Italia  ",431804,06 650 5280,,,
Rossi Laura,Aziende Gallicano nel LazioErboristerie Gallicano nel Lazio,"28 Via Collafri, Gallicano Nel Lazio, RM 00010, Italia  ",431368,06 954 8010,,,
Farmacia Civitella Dr. Coviello M. Concetta,Aziende Civitella San PaoloErboristerie Civitella San PaoloNegozi Civitella San PaoloFarmacie Civitella San Paolo,"Viale Umberto, 12, Civitella San Paolo Roma, Italia  ",431356,0765 335141,,,
Farmacia Buonfantino Flora,Aziende Civitella San PaoloErboristerie Civitella San PaoloNegozi Civitella San PaoloFarmacie Civitella San Paolo,"Viale Umberto I, 2, Civitella San Paolo Roma, Italia  ",431357,0761 579033,,,
Saltarelli Armando,Aziende Sant'Angelo RomanoErboristerie Sant'Angelo RomanoNegozi Sant'Angelo RomanoFarmacie Sant'Angelo Romano,"Belvedere Aldo Nardi, 4, Sant'Angelo Romano Roma, Italia  ",431272,0774 421158,,,
Farmacia,Aziende Palombara SabinaErboristerie Palombara SabinaNegozi Palombara SabinaFarmacie Palombara Sabina,"Via Roma, 100, Palombara Sabina Roma, Italia  ",431243,0774 615232,,,
Servizi socio Assistenziali,Aziende Palombara SabinaErboristerie Palombara Sabina,"Via Tito Costantini, 8, Palombara Sabina RM, Italia  ",431244,366 277 6845,,,
Cossinia Medica Di A.Ricci & C.,Aziende Palombara SabinaErboristerie Palombara Sabina,"Via A. Petrocchi, Roma, Italia  ",431240,0774 66751,,,
Antica Farmacia Salucci Del Dr.Corrado Salucci Sas,Aziende Palombara SabinaErboristerie Palombara SabinaNegozi Palombara SabinaFarmacie Palombara Sabina,"Via Libertà, 50, Palombara Sabina Roma, Italia  ",431241,0774 635662,,,
Ottica Dieffe,Aziende Palombara SabinaErboristerie Palombara SabinaNegozi Palombara Sabina,"Via Costantini Tito, 11, Palombara Sabina Roma, Italia  ",431242,0774 635884,,,
L'Ottico Aldo Federico,Aziende Palombara SabinaErboristerie Palombara SabinaNegozi Palombara Sabina,"Via Costantini Tito, 11, Palombara Sabina Roma, Italia  ",431239,0774 635884,,,
Farmacia Comunale Farmarignano,Aziende Rignano FlaminioErboristerie Rignano FlaminioNegozi Rignano FlaminioFarmacie Rignano Flaminio,"Piazza Vittorio Emanuele, 14, Rignano Flaminio Roma, Italia  ",431211,0761 507810,,,
Villa Epam Srl,Aziende Montorio RomanoErboristerie Montorio Romano,"Via Roma, Roma, Italia  ",431118,0774 641700,,,
"Hōdo, centro di studio e di pratica dello zen",Aziende Montorio RomanoErboristerie Montorio Romano,"Via Prato della Fonte, 10, Montorio Romano Roma, Italia  ",431119,347 523 4598,,,
Farmacia,Aziende Montorio RomanoErboristerie Montorio RomanoNegozi Montorio RomanoFarmacie Montorio Romano,"Via IV Novembre, 97, Roma, Italia  ",431116,0774 62215,,,
Giannetti Massimo,Aziende Montorio RomanoErboristerie Montorio Romano,"Via IV Novembre, 54, Montorio Romano Roma, Italia  ",431117,0774 62512,,,
Vergati Dr. Sse Paola e Maria Vergati,Aziende Santa MarinellaErboristerie Santa MarinellaNegozi Santa MarinellaFarmacie Santa Marinella,"Via Aurelia, 507, Santa Marinella Roma, Italia  ",431109,0766 537537,,,
Ottica Di Luzio Srl,Aziende Santa MarinellaErboristerie Santa MarinellaNegozi Santa Marinella,"Via Aurelia, 535, Roma, Italia  ",431106,0766 534066,,,
Dr. Alessandro Spampinato,Aziende Santa MarinellaErboristerie Santa Marinella,"Via G.Garibaldi, 26A, Santa Marinella Roma, Italia  ",431107,349 072 1739,,,
Misericordia Di S. Marinella,Aziende Santa MarinellaErboristerie Santa Marinella,"Vialetto Rucellai, 1, Santa Marinella Roma, Italia  ",431108,0766 530050,,,
Farmacia S. Monica Della Dr.Ssa M. Cristina Marguati,Aziende Genzano di RomaErboristerie Genzano di RomaNegozi Genzano di RomaFarmacie Genzano di Roma,"Via Sebastiano Silvestri, 124, Genzano di Roma Roma, Italia  ",431101,06 9395 6135,,,
Sgro Umberto,Aziende Genzano di RomaErboristerie Genzano di RomaNegozi Genzano di Roma,"Via Giuseppe Garibaldi, 6, Genzano di Roma Roma, Italia  ",431102,06 939 0342,,,
Centro Odontoiatrico Genzano Dott. Marco Catarci Di Massimini Vincenza,Aziende Genzano di RomaErboristerie Genzano di Roma,"2 Via Berlinguer Enrico, Genzano Di Roma, RM 00045, Italia  ",431103,06 939 6819,,,
Comune,Aziende Genzano di RomaErboristerie Genzano di RomaNegozi Genzano di RomaFarmacie Genzano di Roma,"Via Dott. Pellegrino, 1, Genzano di Roma Roma, Italia  ",431098,06 936 2752,,,
Ottica Marconi Srl,Aziende Genzano di RomaErboristerie Genzano di RomaNegozi Genzano di Roma,"Corso Antonio Gramsci, 29, Genzano di Roma Roma, Italia  ",431099,06 939 7405,,,
Villa Anita,Aziende Genzano di RomaErboristerie Genzano di Roma,"7 Via Second Stradone Nuti, Genzano Di Roma, RM 00045, Italia  ",431100,06 937 0519,,,
Fisioterapia Genzano di Roma,Aziende Genzano di RomaErboristerie Genzano di Romafisioterapista Genzano di Roma,"Via Stati Uniti D'America, 31, Genzano di Roma Roma, Italia  ",431096,06 6401 4039,,,
Cinthianum Labac Srl,Aziende Genzano di RomaErboristerie Genzano di Roma,"Corso Antonio Gramsci, 7, Genzano di Roma Roma, Italia  ",431097,06 939 9700,,,
Farmacie Marconi Societa' Di Accomandita Semplice Di Marconi Maria Pia,Aziende Castel GandolfoErboristerie Castel GandolfoNegozi Castel GandolfoFarmacie Castel Gandolfo,"10 Via Volta Alessandro, Marino, RM 00047, Italia  ",431080,06 9380 0256,,,
Azienda Servizi Pubblici S.P.A.,Aziende Albano LazialeErboristerie Albano Laziale,"Km. 4.800 Via Nettunense, Castel Gandolfo, RM 00040, Italia  ",431050,06 9316 2154,,,
Casu Francesco,Aziende Albano LazialeErboristerie Albano Laziale,"Via Aurelio Saffi, 121, Albano Laziale Roma, Italia  ",431051,06 932 3295,,,
D.ssa Cingolani Maria Marcella,Aziende Albano LazialeErboristerie Albano Laziale,"Corso Giacomo Matteotti, 69, Albano Laziale Roma, Italia  ",431048,06 939 0074,,,
Dr.ssa Giovanna Silvestri,Aziende Albano LazialeErboristerie Albano Laziale,"Corso Giacomo Matteotti, 28, Albano Laziale Roma, Italia  ",431049,349 315 6115,,,
Ottica Marconi,Aziende Albano LazialeErboristerie Albano LazialeNegozi Albano Laziale,"Corso Giacomo Matteotti, 158, Albano Laziale Roma, Italia  ",431046,06 9326 3036,,,
Dott. Moretti Giuseppe - Psicologo Clinico,Aziende Albano LazialeErboristerie Albano Laziale,"Via Guglielmo Marconi, 5, Albano Laziale Roma, Italia  ",431047,392 252 4764,,,
Laboratorio Guido Bugliosi,Aziende Albano LazialeErboristerie Albano Laziale,"Via Olivella, 14, Albano Laziale Roma, Italia  ",431044,06 932 2594,,,
Casa di Riposo Villa Olena di Simoni Sergio Sas,Aziende Albano LazialeErboristerie Albano Laziale,"Vicolo Villetta, Albano Laziale Roma, Italia  ",431045,06 9316 2006,,,
Dott. Fulvio Mennella,Aziende Albano LazialeErboristerie Albano Laziale,"Via Anfiteatro Romano, 6, Albano Laziale Roma, Italia  ",431043,06 932 4014,,,
La Fenice 2010 S.R.L.,Aziende Morlupo,"5 Via San Giovanni, Castelnuovo Di Porto, RM 00060, Italia  ",430944,06 907 9315,,,
Il Casale Degli Oziosi,Aziende Morlupo,"Via Flaminia Km. 31.500, Morlupo, Rome, Italy  ",430945,06 907 0734,,,
L'altra Bottiglia,Aziende Morlupo,"Via Flaminia, km 25.500, Riano Roma, Italia  ",430940,06 9013 1788,,,
Poste Italiane,Aziende Morlupo,"Via Roma, 29, Castelnuovo di Porto Roma, Italia  ",430941,06 907 9003,,,
In Nord Area Real Estate,Aziende Morlupo,"Via Roma, 130, Castelnuovo di Porto Roma, Italia  ",430942,06 907 9653,,,
Artigiano Edile Palmucci Mario Di Mario Palmucci,Aziende Morlupo,"13 v. Fabrianesi, Castelnuovo Di Porto, RM 00060, Italia  ",430943,338 665 3818,,,
Affittacamere La Palazzina,Aziende Morlupo,"Via Belvedere, 24, Castelnuovo Del Garda Roma, Italia  ",430938,045 645 0042,,,
Stevialia,Aziende MorlupoOsterie Morlupo,"Via Roma 103, Castelnuovo di Porto Roma, Italia  ",430939,335 566 0286,,,
"Ristorante ""I Cinque Sensi""",Aziende MorlupoRistoranti MorlupoOsterie Morlupo,"Piazza Piave, 2, Castelnuovo di Porto Roma, Italia  ",430934,06 907 9422,,,
hotel,Aziende MorlupoAlberghi Morlupo,"Via Monte Funicolo, 2, Castelnuovo di Porto Roma, Italia  ",430935,06 9016 0193,,,
Excel Vacanze E Soggiorni,Aziende Morlupo,"Via Roma, 116, Castelnuovo di Porto, Rome, Italy  ",430936,06 9017 8830,,,
Immobiliare Gabetti,Aziende Morlupo,"Via Flaminia, 16, Castelnuovo di Porto, Rome, Italy  ",430937,06 907 9247,,,
PIZZERIA IL FRANTOIO DI OTTAVIO,Aziende MorlupoRistoranti MorlupoOsterie Morlupo,"Via Giuseppe Garibaldi, 57, Castelnuovo di Porto Roma, Italia  ",430932,06 9017 8881,,,
Antica Mola,Aziende MorlupoOsterie Morlupo,"Via Clarice Colonna, 14, Castelnuovo di Porto Roma, Italia  ",430933,06 9017 8943,,,
Centro Sociale Anziani di Castelnuovo di Porto,Aziende Morlupo,"Via Renzo Gloria, Castelnuovo di Porto Roma, Italia  ",430929,06 9017 8971,,,
Azienda Sanitaria Locale Rm-F,Aziende Morlupo,"Via Alcide De Gasperi, Castelnuovo di Porto, Rome, Italy  ",430930,06 907 9642,,,
Birdland,Aziende MorlupoAlberghi Morlupo,"Via Del Pascolo, 8, Castelnuovo di Porto, Rome, Italy  ",430931,06 907 3380,,,
Opera Societa'Cooperativa A Responsabilita' Limitata,Aziende Gerano,"Via Sant'Anatolia, Gerano, Rome, Italy  ",430823,0774 799041,,,
Istituto Apostole Sacra Famiglia,Aziende Gerano,"Via dei Mazzocchi, 5, Roma, Italia  ",430824,0774 798000,,,
Comune Di Gerano,Aziende Gerano,"Via dei Mazzocchi, 5, Gerano Roma, Italia  ",430819,0774 798986,,,
San Gregorio Magno,Aziende Gerano,"Via San Gregorio Magno, 1, Gerano, Rome, Italy  ",430820,06 7049 4966,,,
Unione Dei Comuni Valle Del Giovenzano,Aziende Gerano,"Via Sant'Anatolia, Gerano, Rome, Italy  ",430821,0774 799207,,,
G 2 Misuratori S.R.L.,Aziende Gerano,"3 Via Fontanelle, Riofreddo, RM 00020, Italia  ",430816,0774 920216,,,
Cacciaguerra Michele,Aziende Gerano,"Via Fontana di Ciocio, 1, Gerano, Rome, Italy  ",430817,0774 798631,,,
Infiorata,Aziende Gerano,"Piazza della Vittoria, Gerano Roma, Italia  ",430818,0774 798254,,,
Isce Di Ceci Leonardo E C. Sdf,Aziende Gerano,"Km. 1.700 Strada Provinciale Gerano, Rocca Santo Stefano, RM 00030, Italia  ",430813,06 956 7271,,,
Comune Di Gerano,Aziende Gerano,"Via Sant'Anatolia, Gerano Roma, Italia  ",430814,0774 799201,,,
Emilia Vinarova - EV Traduzioni,Aziende Gerano,"Via Costa del Muro, 19, Gerano, Roma, Italy  ",430815,0774 798321,,,
Comune Di Arsoli,Capoluoghi ArsoliMunicipi ArsoliUffici Comunali ArsoliAziende ArsoliLuoghi famosi Arsoli,"Piazza dei Martiri Antifascisti, 3, Arsoli, Rome, Italy  ",430803,0774 920006,,,
Assoc. Pro Loco Di Arsoli,Uffici Comunali ArsoliAziende Arsoli,"Piazza Amico D'Arsoli, Arsoli, Rome, Italy  ",430801,0774 920290,,,
Istituto Comprensivo di Arsoli,Capoluoghi ArsoliMunicipi ArsoliUffici Comunali ArsoliAziende ArsoliLuoghi famosi Arsoli,"Via Don Giovanni Minzoni, 1, Arsoli Roma, Italia  ",430802,0774 921252,,,
Proietti Giovan Battista,Aziende Pisoniano,"Via Empolitana, 43, Pisoniano, Rome, Italy  ",430702,06 957 7211,,,
Italia Gastronomica Srl,Aziende PisonianoOsterie Pisoniano,"Via Empolitana, 18, Pisoniano, Rome, Italy  ",430699,06 9577 9003,,,
Bernabei Stefano,Aziende Pisoniano,"Via Empolitana, 1, Pisoniano, Rome, Italy  ",430700,0774 799000,,,
Centro Pneumatici Di Priamo & Snc,Aziende Pisoniano,"Via Empolitana, 20, Pisoniano Roma, Italia  ",430701,0774 790671,,,
Bucci Franco,Aziende Pisoniano,"Km. 17.200 Via Empolitana Ii, Gerano, RM 00025, Italia  ",430696,0774 798692,,,
Buenos Aires Tango-Roma,Aziende Pisoniano,"Via del Castello, 32, Pisoniano, Rome, Italy  ",430697,06 957 7480,,,
Marchetti Luciano,Aziende Pisoniano,"Via Empolitana Ii, Cerreto Laziale, RM 00020, Italia  ",430698,0774 798272,,,
Volontari Protezione Civile Pisoniano,Aziende Pisoniano,"3 Via Secondo Bernardini, Pisoniano, RM 00020, Italia  ",430694,06 957 7401,,,
Pisanelli Sirio,Aziende Pisoniano,"Via Empolitana, 2, Pisoniano, Rome, Italy  ",430695,0774 798896,,,
